PokemonsName	TrainersName	CurrentLevel	primaryType	secondaryType
Ivysaur	Rocker	52	3	7
Magneton	Rocker	51	9	11
Electabuzz	Rocker	51	9	NULL
Voltorb	Rocker	51	9	NULL
Weepinbell	Rocker	51	3	7
Ivysaur	Rocker	51	3	7
Gloom	Rocker	51	3	7
Magneton	Rocker	50	9	11
Electabuzz	Rocker	51	9	NULL
Electrode	Rocker	53	9	NULL
Parasect	Rocker	53	8	3
Victreebel	Rocker	50	3	7
Vileplume	Rocker	51	3	7
Electabuzz	Rocker	51	9	NULL
Electrode	Rocker	54	9	NULL
Raichu	Rocker	50	9	NULL
Tangela	Rocker	50	3	NULL
Vileplume	Rocker	51	3	7
Victreebel	Rocker	50	3	7
Electabuzz	Rocker	51	9	NULL
Jolteon	Rocker	51	9	NULL
Electrode	Rocker	53	9	NULL
Venusaur	Rocker	50	3	7
Vileplume	Rocker	52	3	7
Tangela	Rocker	52	3	NULL
Zapdos	Rocker	50	9	18
Jolteon	Rocker	53	9	NULL
Electrode	Rocker	54	9	NULL
Exeggutor	Rocker	50	3	14
Tangela	Rocker	51	3	NULL
Venusaur	Rocker	51	3	7
Zapdos	Rocker	50	9	18
Jolteon	Rocker	53	9	NULL
Raichu	Rocker	54	9	NULL
Exeggutor	Rocker	50	3	14
Tangela	Rocker	51	3	NULL
Victreebel	Rocker	51	3	7
Porygon	Rocker	50	1	NULL
Voltorb	Rocker	50	9	NULL
Electrode	Rocker	50	9	NULL
Pikachu	Rocker	50	9	NULL
Electabuzz	Rocker	50	9	NULL
Magnemite	Rocker	50	9	11
Porygon	Rocker	50	1	NULL
Golbat	Rocker	50	7	18
Electrode	Rocker	50	9	NULL
Raichu	Rocker	50	9	NULL
Kangaskhan	Rocker	50	1	NULL
Magneton	Rocker	50	9	11
Banette	Roller Boy Ardine	57	15	NULL
Wobbuffet	Roller Boy Ardine	58	14	NULL
Tentacruel	Roller Boy Ardine	58	2	7
Cradily	Roller Boy Ardine	57	4	3
Gligar	Roller Boy Arez	55	6	18
Pelipper	Roller Boy Arez	53	2	18
Shelgon	Roller Boy Arez	54	10	NULL
Quagsire	Roller Boy Arez	53	2	6
Teddiursa	Roller Boy Azal	50	1	NULL
Linoone	Roller Boy Azal	51	1	NULL
Houndour	Roller Boy Daga	42	12	5
Vibrava	Roller Boy Daga	43	6	10
Staryu	Roller Boy Daga	42	2	NULL
Delcatty	Roller Boy Daga	41	1	NULL
Skarmory	Roller Boy Dorn	56	11	18
Xatu	Roller Boy Dorn	56	14	18
Shiftry	Roller Boy Dorn	57	3	12
Rhydon	Roller Boy Dorn	57	6	4
Lanturn	Roller Boy Dult	60	2	9
Exploud	Roller Boy Dult	61	1	NULL
Octillery	Roller Boy Dult	61	2	NULL
Lairon	Roller Boy Dult	60	11	4
Lotad	Roller Boy Evat	32	2	3
Lombre	Roller Boy Evat	33	2	3
Lombre	Roller Boy Evat	40	2	3
Lombre	Roller Boy Evat	41	2	3
Yanma	Roller Boy Gort	44	8	18
Masquerain	Roller Boy Gort	44	8	18
Ledian	Roller Boy Gort	45	8	18
Ariados	Roller Boy Gort	46	8	7
Tentacool	Roller Boy Greb	40	2	7
Doduo	Roller Boy Greb	40	1	18
Oddish	Roller Boy Grel	27	3	7
Gulpin	Roller Boy Grel	26	7	NULL
Wurmple	Roller Boy Kaib	25	8	NULL
Silcoon	Roller Boy Kaib	25	8	NULL
Igglybuff	Roller Boy Lon	28	1	16
Azurill	Roller Boy Lon	27	1	16
Swablu	Roller Boy Lon	27	1	18
Slugma	Roller Boy Lon	50	5	NULL
Wigglytuff	Roller Boy Lon	51	1	16
Azumarill	Roller Boy Lon	50	2	16
Altaria	Roller Boy Lon	50	10	18
Slugma	Roller Boy Lon	50	5	NULL
Igglybuff	Roller Boy Lon	28	1	16
Azurill	Roller Boy Lon	27	1	16
Swablu	Roller Boy Lon	27	1	18
Numel	Roller Boy Lon	25	5	6
Numel	Roller Boy Lon	33	5	6
Marill	Roller Boy Lon	34	2	16
Jigglypuff	Roller Boy Lon	35	1	16
Swablu	Roller Boy Lon	34	1	18
Wigglytuff	Roller Boy Lon	51	1	16
Azumarill	Roller Boy Lon	50	2	16
Altaria	Roller Boy Lon	50	10	18
Camerupt	Roller Boy Lon	49	5	6
Zubat	Roller Boy Pabe	20	7	18
Whismur	Roller Boy Pabe	21	1	NULL
Grimer	Roller Boy Pabe	21	7	NULL
Magikarp	Roller Boy Pera	18	2	NULL
Zubat	Roller Boy Pera	17	7	18
Taillow	Roller Boy Pike	33	1	18
Hoothoot	Roller Boy Pike	34	1	18
Taillow	Roller Boy Pike	40	1	18
Noctowl	Roller Boy Pike	41	1	18
Koffing	Roller Boy Toli	37	7	NULL
Grimer	Roller Boy Toli	37	7	NULL
Dustox	Roller Boy Toli	37	8	7
Gloom	Roller Boy Toli	38	3	7
Gligar	Roller Boy Tran	50	6	18
Sneasel	Roller Boy Tran	50	12	17
Hitmontop	Roller Boy Tran	51	13	NULL
Grumpig	Roller Boy Tran	52	14	NULL
Gulpin	Roller Boy Warl	31	7	NULL
Grimer	Roller Boy Warl	34	7	NULL
Tropius	Roller Boy Aich	50	3	18
Pupitar	Roller Boy Aich	50	4	6
Shelgon	Roller Boy Aich	50	10	NULL
Jumpluff	Roller Boy Aich	50	3	18
Sandslash	Roller Boy Aich	50	6	NULL
Gligar	Roller Boy Aich	50	6	18
Lunatone	Roller Boy Bidix	50	4	14
Jumpluff	Roller Boy Bidix	50	3	18
Solrock	Roller Boy Bidix	50	4	14
Seadra	Roller Boy Bidix	50	2	NULL
Misdreavus	Roller Boy Bidix	50	15	NULL
Seaking	Roller Boy Bidix	50	2	NULL
Ledyba	Roller Boy Garlow	50	8	18
Spinarak	Roller Boy Garlow	50	8	7
Lotad	Roller Boy Garlow	50	2	3
Shroomish	Roller Boy Garlow	50	3	NULL
Nincada	Roller Boy Garlow	50	8	6
Surskit	Roller Boy Garlow	50	8	2
Jigglypuff	Roller Boy Gars	50	1	16
Meditite	Roller Boy Gars	50	13	14
Spheal	Roller Boy Gars	50	17	2
Mareep	Roller Boy Gars	50	9	NULL
Geodude	Roller Boy Gars	50	4	6
Spinarak	Roller Boy Gars	50	8	7
Medicham	Roller Boy Hites	50	13	14
Porygon2	Roller Boy Hites	50	1	NULL
Nosepass	Roller Boy Hites	50	4	NULL
Breloom	Roller Boy Hites	50	3	13
Magneton	Roller Boy Hites	50	9	11
Masquerain	Roller Boy Hites	50	8	18
Grimer	Roller Boy Peres	50	7	NULL
Slugma	Roller Boy Peres	50	5	NULL
Spoink	Roller Boy Peres	50	14	NULL
Numel	Roller Boy Peres	50	5	6
Gulpin	Roller Boy Peres	50	7	NULL
Trapinch	Roller Boy Peres	50	6	NULL
Groudon	Roller Boy Polet	50	6	NULL
Shiftry	Roller Boy Polet	50	3	12
Vileplume	Roller Boy Polet	50	3	7
Castform	Roller Boy Polet	50	1	NULL
Alakazam	Roller Boy Polet	50	14	NULL
Houndoom	Roller Boy Polet	50	12	5
Qwilfish	Roller Boy Shail	50	2	7
Luvdisc	Roller Boy Shail	50	2	NULL
Tentacool	Roller Boy Shail	50	2	7
Corphish	Roller Boy Shail	50	2	NULL
Remoraid	Roller Boy Shail	50	2	NULL
Goldeen	Roller Boy Shail	50	2	NULL
Meditite	Roller Boy Tary	50	13	14
Magnemite	Roller Boy Tary	50	9	11
Shuppet	Roller Boy Tary	50	15	NULL
Aron	Roller Boy Tary	50	11	4
Barboach	Roller Boy Tary	50	2	6
Mareep	Roller Boy Tary	50	9	NULL
Electrike	Roller Boy Tobit	50	9	NULL
Skarmory	Roller Boy Tobit	50	11	18
Electrode	Roller Boy Tobit	50	9	NULL
Koffing	Roller Boy Tobit	50	7	NULL
Corphish	Roller Boy Tobit	50	2	NULL
Exploud	Roller Boy Tobit	50	1	NULL
Fletchling	Roller Skater♀ Calida	10	1	18
Heracross	Roller Skater♂ Dash	30	8	13
Doduo	Roller Skater♂ Florin	12	1	18
Delcatty	Roller Skater♀ Jet	37	1	NULL
Swanna	Roller Skater♀ Jet	39	2	18
Meditite	Roller Skater♀ Kate	28	13	14
Mienfoo	Roller Skater♀ Kate	28	13	NULL
Manectric	Roller Skater♂ Olle	40	9	NULL
Zigzagoon	Roller Skater♀ Rinka	7	1	NULL
Pidgey	Roller Skater♂ Roland	10	1	18
Sawk	Roller Skater♀ Rolanda	27	13	NULL
Hariyama	Roller Skater♀ Rolanda	29	13	NULL
Pancham	Roller Skater♂ Shun	27	13	NULL
Throh	Roller Skater♂ Shun	27	13	NULL
Machoke	Roller Skater♂ Shun	27	13	NULL
Bunnelby	Roller Skater♀ Winnie	9	1	NULL
Skiddo	Roller Skater♀ Winnie	11	3	NULL
Simisage	Rotation Girl Circie	42	3	NULL
Simisear	Rotation Girl Circie	42	5	NULL
Simipour	Rotation Girl Circie	42	2	NULL
Machop	Cue Ball	28	13	NULL
Mankey	Cue Ball	28	13	NULL
Machop	Cue Ball	28	13	NULL
Mankey	Cue Ball	29	13	NULL
Machop	Cue Ball	29	13	NULL
Machop	Cue Ball	33	13	NULL
Machop	Cue Ball	29	13	NULL
Machoke	Cue Ball	29	13	NULL
Mankey	Cue Ball	29	13	NULL
Primeape	Cue Ball	29	13	NULL
Machoke	Cue Ball	33	13	NULL
Primeape	Cue Ball	29	13	NULL
Machoke	Cue Ball	29	13	NULL
Mankey	Cue Ball	26	13	NULL
Mankey	Cue Ball	26	13	NULL
Machoke	Cue Ball	26	13	NULL
Machop	Cue Ball	26	13	NULL
Tentacool	Cue Ball	31	2	7
Tentacool	Cue Ball	31	2	7
Tentacruel	Cue Ball	31	2	7
Mankey	Cue Ball Camron	29	13	NULL
Machop	Cue Ball Camron	29	13	NULL
Primeape	Cue Ball Camron	49	13	NULL
Machoke	Cue Ball Camron	49	13	NULL
Primeape	Cue Ball Corey	29	13	NULL
Machoke	Cue Ball Corey	29	13	NULL
Primeape	Cue Ball Corey	49	13	NULL
Machamp	Cue Ball Corey	49	13	NULL
Smoochum	Cue Ball Gabriel	100	17	14
Machop	Cue Ball Isaiah	29	13	NULL
Machamp	Cue Ball Isaiah	29	13	NULL
Machoke	Cue Ball Isaiah	49	13	NULL
Machamp	Cue Ball Isaiah	49	13	NULL
Mankey	Cue Ball Jamal	26	13	NULL
Mankey	Cue Ball Jamal	26	13	NULL
Machamp	Cue Ball Jamal	26	13	NULL
Machop	Cue Ball Jamal	26	13	NULL
Machop	Cue Ball Koji	28	13	NULL
Mankey	Cue Ball Koji	28	13	NULL
Machop	Cue Ball Koji	28	13	NULL
Mankey	Cue Ball Luke	29	13	NULL
Machop	Cue Ball Luke	29	13	NULL
Weezing	Cue Ball Paxton	39	7	NULL
Muk	Cue Ball Paxton	39	7	NULL
Mankey	Cue Ball Raul	29	13	NULL
Primeape	Cue Ball Raul	29	13	NULL
Machoke	Cue Ball Zeek	33	13	NULL
Cleffa	Roughneck Kirby	19	16	NULL
Cleffa	Roughneck Kirby	23	16	NULL
Scraggy	Roughneck Chance	37	12	13
Gengar	Roughneck DaveB	30	15	7
Mightyena	Roughneck Fletcher	63	12	NULL
Skuntank	Roughneck Fletcher	63	7	12
Crawdaunt	Roughneck Fletcher	63	2	12
Galvantula	Roughneck JohnnyB	65	8	9
Gothitelle	Roughneck JohnnyB	65	14	NULL
Krookodile	Roughneck JohnnyB	65	6	12
Krokorok	Roughneck Reese	36	6	12
Garbodor	Roughneck Reese	36	7	NULL
Scraggy	Roughneck Chance	43	12	13
Mightyena	Roughneck Fletcher	60	12	NULL
Skuntank	Roughneck Fletcher	60	7	12
Crawdaunt	Roughneck Fletcher	60	2	12
Venipede	Roughneck JoeyB2	21	8	7
Sandile	Roughneck JoeyB2	21	6	12
Grimer	Roughneck Nicky	14	7	NULL
Koffing	Roughneck Nicky	14	7	NULL
Krokorok	Roughneck Reese	43	6	12
Scraggy	Roughneck Ricky	32	12	13
Darumaka	Roughneck SilvesterB2	22	5	NULL
Paras	Cueball	100	8	3
Caterpie	Cueball	100	8	NULL
Weedle	Cueball	100	8	7
Magikarp	Cueball	100	2	NULL
Growlithe	Cueball	100	5	NULL
Charmander	Cueball	100	5	NULL
Caterpie	Cueball	100	8	NULL
Weedle	Cueball	100	8	7
Magikarp	Cueball	100	2	NULL
Squirtle	Cueball	100	2	NULL
Growlithe	Cueball	100	5	NULL
Charmander	Cueball	100	5	NULL
Parasect	Cueball	100	8	3
Metapod	Cueball	100	8	NULL
Kakuna	Cueball	100	8	7
Charmeleon	Cueball	100	5	NULL
Jigglypuff	Cueball	100	1	16
Venonat	Cueball	100	8	7
Venonat	Cueball	100	8	7
Metapod	Cueball	100	8	NULL
Kakuna	Cueball	100	8	7
Charmeleon	Cueball	100	5	NULL
Wartortle	Cueball	100	2	NULL
Krabby	Cueball	100	2	NULL
Butterfree	Cueball	100	8	18
Arcanine	Cueball	100	5	NULL
Ditto	Cueball	100	1	NULL
Wigglytuff	Cueball	100	1	16
Venomoth	Cueball	100	8	7
Beedrill	Cueball	100	8	7
Parasect	Cueball	100	8	3
Arcanine	Cueball	100	5	NULL
Omastar	Cueball	100	4	2
Blastoise	Cueball	100	2	NULL
Pinsir	Cueball	100	8	NULL
Pinsir	Cueball	100	8	NULL
Beedrill	Cueball	100	8	7
Flareon	Cueball	100	5	NULL
Magmar	Cueball	100	5	NULL
Raticate	Cueball	100	1	NULL
Kangaskhan	Cueball	100	1	NULL
Scyther	Cueball	100	8	18
Ninetales	Cueball	100	5	NULL
Cloyster	Cueball	100	2	17
Jynx	Cueball	100	17	14
Raticate	Cueball	100	1	NULL
Fearow	Cueball	100	1	18
Dragonair	Cueball	50	10	NULL
Primeape	Cueball	50	13	NULL
Dewgong	Cueball	50	2	17
Mankey	Cueball	50	13	NULL
Machop	Cueball	50	13	NULL
Rhyhorn	Cueball	50	6	4
Poliwrath	Cueball	50	2	13
Primeape	Cueball	50	13	NULL
Dewgong	Cueball	50	2	17
Sandslash	Cueball	50	6	NULL
Aerodactyl	Cueball	50	4	18
Rhydon	Cueball	50	6	4
Bellsprout	Sage Chow	3	3	7
Bellsprout	Sage Chow	3	3	7
Bellsprout	Sage Chow	3	3	7
Bellsprout	Sage Edmond	3	3	7
Bellsprout	Sage Edmond	3	3	7
Bellsprout	Sage Edmond	3	3	7
Noctowl	Sage GakuC	32	1	18
Flareon	Sage GakuC	32	5	NULL
Haunter	Sage Jeffrey	22	15	7
Bellsprout	Sage Jin	6	3	7
Noctowl	Sage KojiC	32	1	18
Vaporeon	Sage KojiC	32	2	NULL
Bellsprout	Sage Li	7	3	7
Hoothoot	Sage Li	10	1	18
Bellsprout	Sage Li	7	3	7
Noctowl	Sage MasaC	32	1	18
Jolteon	Sage MasaC	32	9	NULL
Bellsprout	Sage Neal	6	3	7
Bellsprout	Sage Nico	3	3	7
Bellsprout	Sage Nico	3	3	7
Bellsprout	Sage Nico	3	3	7
Gastly	Sage Ping	16	15	7
Gastly	Sage Ping	16	15	7
Gastly	Sage Ping	16	15	7
Gastly	Sage Ping	16	15	7
Gastly	Sage Ping	16	15	7
Bellsprout	Sage Troy	7	3	7
Hoothoot	Sage Troy	7	1	18
Bellsprout	Sage Chow	3	3	7
Bellsprout	Sage Chow	3	3	7
Bellsprout	Sage Chow	3	3	7
Bellsprout	Sage Edmond	3	3	7
Bellsprout	Sage Edmond	3	3	7
Bellsprout	Sage Edmond	3	3	7
Bellsprout	Sage Jin	6	3	7
Bellsprout	Sage Neal	6	3	7
Bellsprout	Sage Nico	3	3	7
Bellsprout	Sage Nico	3	3	7
Bellsprout	Sage Troy	7	3	7
Hoothoot	Sage Troy	7	1	18
Spinarak	Sage Chen	50	8	7
Jynx	Sage Chen	53	17	14
Haunter	Sage Chen	52	15	7
Misdreavus	Sage Chen	50	15	NULL
Murkrow	Sage Chen	53	12	18
Zubat	Sage Chen	52	7	18
Misdreavus	Sage Chen	52	15	NULL
Golbat	Sage Chen	52	7	18
Tentacruel	Sage Chen	52	2	7
Dewgong	Sage Chen	51	2	17
Muk	Sage Chen	51	7	NULL
Umbreon	Sage Chen	51	12	NULL
Misdreavus	Sage Chen	51	15	NULL
Crobat	Sage Chen	52	7	18
Gengar	Sage Chen	51	15	7
Jynx	Sage Chen	52	17	14
Murkrow	Sage Chen	52	12	18
Umbreon	Sage Chen	52	12	NULL
Crobat	Sage Chen	50	7	18
Umbreon	Sage Chen	52	12	NULL
Entei	Sage Chen	53	5	NULL
Jynx	Sage Chen	50	17	14
Misdreavus	Sage Chen	52	15	NULL
Lapras	Sage Chen	53	2	17
Zubat	Sage Ty	50	7	18
Smoochum	Sage Ty	50	17	14
Gastly	Sage Ty	50	15	7
Golbat	Sage Ty	50	7	18
Misdreavus	Sage Ty	50	15	NULL
Haunter	Sage Ty	50	15	7
Haunter	Sage Ty	50	15	7
Grimer	Sage Ty	50	7	NULL
Jynx	Sage Ty	50	17	14
Golbat	Sage Ty	50	7	18
Muk	Sage Ty	50	7	NULL
Murkrow	Sage Ty	50	12	18
Machop	Sailor	17	13	NULL
Tentacool	Sailor	17	2	7
Machop	Sailor	18	13	NULL
Shellder	Sailor	18	2	NULL
Shellder	Sailor	21	2	NULL
Horsea	Sailor	17	2	NULL
Shellder	Sailor	17	2	NULL
Tentacool	Sailor	17	2	7
Horsea	Sailor	17	2	NULL
Horsea	Sailor	17	2	NULL
Horsea	Sailor	17	2	NULL
Tentacool	Sailor	18	2	7
Staryu	Sailor	18	2	NULL
Machop	Sailor	20	13	NULL
Pikachu	Sailor RB	21	9	NULL
Pikachu	Sailor RB	21	9	NULL
Magnemite	Sailor Y	24	9	11
Machop	Sailor Ernest	18	13	NULL
Machop	Sailor Ernest	18	13	NULL
Poliwhirl	Sailor Ernest	18	2	NULL
Poliwhirl	Sailor Eugene	17	2	NULL
Krabby	Sailor Eugene	19	2	NULL
Raticate	Sailor Eugene	17	1	NULL
Kingler	Sailor Garrett*	34	2	NULL
Wooper	Sailor Harry	19	2	6
Poliwag	Sailor Huey	18	2	NULL
Poliwhirl	Sailor Huey	18	2	NULL
Poliwhirl	Sailor Huey	28	2	NULL
Poliwhirl	Sailor Huey	28	2	NULL
Poliwhirl	Sailor Huey	34	2	NULL
Poliwrath	Sailor Huey	34	2	13
Politoed	Sailor Huey	38	2	NULL
Poliwrath	Sailor Huey	38	2	13
Raticate	Sailor Jeff*	32	1	NULL
Raticate	Sailor Jeff*	32	1	NULL
Machop	Sailor Kenneth*	28	13	NULL
Machop	Sailor Kenneth*	28	13	NULL
Poliwrath	Sailor Kenneth*	28	2	13
Machop	Sailor Kenneth*	28	13	NULL
Krabby	Sailor Kent	18	2	NULL
Krabby	Sailor Kent	20	2	NULL
Machop	Sailor Stanly*	31	13	NULL
Machoke	Sailor Stanly*	33	13	NULL
Psyduck	Sailor Stanly*	26	2	NULL
Poliwhirl	Sailor Terrell	20	2	NULL
Wailmer	Sailor Duncan	26	2	NULL
Machoke	Sailor Duncan	26	13	NULL
Wingull	Sailor Dwayne	11	2	18
Machop	Sailor Dwayne	11	13	NULL
Tentacool	Sailor Dwayne	11	2	7
Wingull	Sailor Edmond	12	2	18
Machop	Sailor Edmond	12	13	NULL
Wingull	Sailor Edmond	12	2	18
Wingull	Sailor Ernest	33	2	18
Tentacool	Sailor Ernest	33	2	7
Machoke	Sailor Ernest	33	13	NULL
Wingull	Sailor Ernest	36	2	18
Tentacool	Sailor Ernest	36	2	7
Machoke	Sailor Ernest	36	13	NULL
Pelipper	Sailor Ernest	39	2	18
Tentacool	Sailor Ernest	39	2	7
Machoke	Sailor Ernest	39	13	NULL
Pelipper	Sailor Ernest	42	2	18
Tentacool	Sailor Ernest	42	2	7
Machoke	Sailor Ernest	42	13	NULL
Pelipper	Sailor Ernest	45	2	18
Machoke	Sailor Ernest	45	13	NULL
Tentacruel	Sailor Ernest	45	2	7
Machop	Sailor Huey	14	13	NULL
Machop	Sailor Leonard	43	13	NULL
Pelipper	Sailor Leonard	43	2	18
Machoke	Sailor Leonard	43	13	NULL
Tentacruel	Sailor Phillip	44	2	7
Machoke	Sailor Phillip	44	13	NULL
Machop	Sailor Brenden	13	13	NULL
Wingull	Sailor Cory	24	2	18
Machop	Sailor Cory	24	13	NULL
Tentacool	Sailor Cory	24	2	7
Wingull	Sailor Cory	30	2	18
Machop	Sailor Cory	30	13	NULL
Tentacool	Sailor Cory	30	2	7
Pelipper	Sailor Cory	32	2	18
Machop	Sailor Cory	32	13	NULL
Tentacool	Sailor Cory	32	2	7
Pelipper	Sailor Cory	34	2	18
Machop	Sailor Cory	34	13	NULL
Tentacruel	Sailor Cory	34	2	7
Pelipper	Sailor Cory	36	2	18
Machoke	Sailor Cory	36	13	NULL
Tentacruel	Sailor Cory	36	2	7
Spheal	Sailor Duncan	25	17	2
Machoke	Sailor Duncan	25	13	NULL
Wingull	Sailor Dwayne	11	2	18
Machop	Sailor Dwayne	11	13	NULL
Tentacool	Sailor Dwayne	11	2	7
Wingull	Sailor Edmond	13	2	18
Wingull	Sailor Ernest	33	2	18
Machoke	Sailor Ernest	33	13	NULL
Wingull	Sailor Ernest	36	2	18
Tentacool	Sailor Ernest	36	2	7
Machoke	Sailor Ernest	36	13	NULL
Pelipper	Sailor Ernest	39	2	18
Tentacool	Sailor Ernest	39	2	7
Machoke	Sailor Ernest	39	13	NULL
Pelipper	Sailor Ernest	42	2	18
Tentacool	Sailor Ernest	42	2	7
Machoke	Sailor Ernest	42	13	NULL
Pelipper	Sailor Ernest	45	2	18
Machoke	Sailor Ernest	45	13	NULL
Tentacruel	Sailor Ernest	45	2	7
Wailmer	Sailor Hudson	34	2	NULL
Wingull	Sailor Huey	12	2	18
Machop	Sailor Huey	12	13	NULL
Machoke	Sailor Kelvin	33	13	NULL
Spheal	Sailor Kelvin	33	17	2
Machop	Sailor Leonard	43	13	NULL
Pelipper	Sailor Leonard	43	2	18
Machoke	Sailor Leonard	43	13	NULL
Tentacruel	Sailor Phillip	44	2	7
Machoke	Sailor Phillip	44	13	NULL
Feraligatr	Sailor Alberto	100	2	NULL
Kangaskhan	Sailor Alberto	100	1	NULL
Chansey	Sailor Brenan	100	1	NULL
Horsea	Sailor Dylan	17	2	NULL
Horsea	Sailor Dylan	17	2	NULL
Horsea	Sailor Dylan	17	2	NULL
Horsea	Sailor Duncan	17	2	NULL
Shellder	Sailor Duncan	17	2	NULL
Tentacool	Sailor Duncan	17	2	7
Pikachu	Sailor Dwayne	21	9	NULL
Pikachu	Sailor Dwayne	21	9	NULL
Machop	Sailor Edmond	18	13	NULL
Shellder	Sailor Edmond	18	2	NULL
Tentacool	Sailor Huey	18	2	7
Staryu	Sailor Huey	18	2	NULL
Shellder	Sailor Leonard	21	2	NULL
Machop	Sailor Phillip	20	13	NULL
Machop	Sailor Trevor	17	13	NULL
Tentacool	Sailor Trevor	17	2	7
Wingull	Sailor Damian	24	2	18
Wingull	Sailor Damian	24	2	18
Feebas	Sailor Luther	37	2	NULL
Gastrodon	Sailor Luther	43	2	6
Machoke	Sailor Luther	40	13	NULL
Mantyke	Sailor Marc	43	2	18
Mantine	Sailor Marc	54	2	18
Pelipper	Sailor Marc	52	2	18
Mantine	Sailor Marc	57	2	18
Pelipper	Sailor Marc	59	2	18
Gyarados	Sailor Paul	31	2	18
Machop	Sailor Paul	31	13	NULL
Shellos	Sailor Samson	24	2	NULL
Shellos	Sailor Samson	24	2	NULL
Wingull	Sailor Samson	24	2	18
Mantyke	Sailor Skyler	27	2	18
Gyarados	Sailor Skyler	31	2	18
Pelipper	Sailor Zachariah	38	2	18
Gastrodon	Sailor Zachariah	44	2	6
Machoke	Sailor Zachariah	38	13	NULL
Pelipper	Sailor Zachariah	55	2	18
Gastrodon	Sailor Zachariah	58	2	6
Machamp	Sailor Zachariah	58	13	NULL
Wingull	Sailor Damian	31	2	18
Pelipper	Sailor Damian	31	2	18
Wingull	Sailor Luther	41	2	18
Gastrodon	Sailor Luther	43	2	6
Machoke	Sailor Luther	42	13	NULL
Mantyke	Sailor Marc	45	2	18
Mantine	Sailor Marc	52	2	18
Machoke	Sailor Marc	52	13	NULL
Mantine	Sailor Marc	58	2	18
Machoke	Sailor Marc	58	13	NULL
Lanturn	Sailor Marc	58	2	9
Tentacool	Sailor Paul	31	2	7
Pelipper	Sailor Paul	31	2	18
Machoke	Sailor Paul	34	13	NULL
Wingull	Sailor Samson	29	2	18
Shellos	Sailor Samson	30	2	NULL
Golduck	Sailor Samson	31	2	NULL
Mantyke	Sailor Skyler	32	2	18
Machoke	Sailor Skyler	34	13	NULL
Pelipper	Sailor Zachariah	40	2	18
Gastrodon	Sailor Zachariah	44	2	6
Machoke	Sailor Zachariah	42	13	NULL
Pelipper	Sailor Zachariah	56	2	18
Gastrodon	Sailor Zachariah	58	2	6
Machamp	Sailor Zachariah	60	13	NULL
Azumarill	Sailor Eddie	48	2	16
Poliwhirl	Sailor Eugene	17	2	NULL
Krabby	Sailor Eugene	19	2	NULL
Raticate	Sailor Eugene	17	1	NULL
Kingler	Sailor Garrett*	42	2	NULL
Wooper	Sailor Harry	20	2	6
Poliwag	Sailor Huey	18	2	NULL
Poliwhirl	Sailor Huey	20	2	NULL
Poliwhirl	Sailor Huey	34	2	NULL
Poliwhirl	Sailor Huey	36	2	NULL
Poliwhirl	Sailor Huey	38	2	NULL
Poliwrath	Sailor Huey	41	2	13
Politoed	Sailor Huey	48	2	NULL
Poliwrath	Sailor Huey	52	2	13
Makuhita	Sailor Jeff*	40	13	NULL
Raticate	Sailor Jeff*	40	1	NULL
Machop	Sailor Kenneth*	36	13	NULL
Poliwrath	Sailor Kenneth*	36	2	13
Machop	Sailor Kenneth*	36	13	NULL
Machop	Sailor Kenneth*	36	13	NULL
Krabby	Sailor Kent	18	2	NULL
Krabby	Sailor Kent	20	2	NULL
Horsea	Sailor Parker	43	2	NULL
Seadra	Sailor Parker	43	2	NULL
Machop	Sailor Roberto	18	13	NULL
Machop	Sailor Roberto	18	13	NULL
Poliwhirl	Sailor Roberto	18	2	NULL
Machop	Sailor Stanly*	39	13	NULL
Machoke	Sailor Stanly*	41	13	NULL
Psyduck	Sailor Stanly*	34	2	NULL
Poliwhirl	Sailor Terrell	20	2	NULL
Wailmer	Sailor Duncan	26	2	NULL
Machoke	Sailor Duncan	28	13	NULL
Tentacool	Sailor Dwayne	13	2	7
Machop	Sailor Dwayne	13	13	NULL
Wingull	Sailor Edmond	12	2	18
Machop	Sailor Edmond	14	13	NULL
Wailmer	Sailor Ernest	36	2	NULL
Tentacruel	Sailor Ernest	36	2	7
Machoke	Sailor Ernest	36	13	NULL
Tentacruel	Sailor Ernest	42	2	7
Machoke	Sailor Ernest	42	13	NULL
Wailord	Sailor Ernest	42	2	NULL
Tentacruel	Sailor Ernest	48	2	7
Wailord	Sailor Ernest	48	2	NULL
Machamp	Sailor Ernest	48	13	NULL
Machop	Sailor Huey	15	13	NULL
Floatzel	Sailor Leonard	49	2	NULL
Pelipper	Sailor Leonard	49	2	18
Qwilfish	Sailor Phillip	48	2	7
Machamp	Sailor Phillip	50	13	NULL
Krabby	Sailor	26	2	NULL
Horsea	Sailor	27	2	NULL
Magikarp	Sailor	26	2	NULL
Machop	Sailor	26	13	NULL
Goldeen	Sailor	26	2	NULL
Spearow	Sailor	26	1	18
Krabby	Sailor	26	2	NULL
Horsea	Sailor	26	2	NULL
Rattata	Sailor	27	1	NULL
Shellder	Sailor	26	2	NULL
Machop	Sailor	26	13	NULL
Machop	Sailor	50	13	NULL
Spearow	Sailor	50	1	18
Krabby	Sailor	50	2	NULL
Slowpoke	Sailor	50	2	14
Shellder	Sailor	50	2	NULL
Golduck	Sailor	50	2	NULL
Machoke	Sailor	50	13	NULL
Fearow	Sailor	50	1	18
